timestamp,day_of_week,hour_of_day,origin_name,dest_name,weather_main,weather_desc,temp_celsius,origin_lat,origin_lng,dest_lat,dest_lng,distance_meters,duration_normal_sec,duration_in_traffic_sec
2026-02-05 00:45:48,Thursday,0,2_Hotel_Majapahit,9_Patung_KarapanSapi,Pending,Pending,0,-7.260656,112.738876,-7.263884,112.742308,2632,435,335
2026-02-05 00:45:48,Thursday,0,3_Pasar_Kembang,0_Depot_JNE_Kedungdoro,Pending,Pending,0,-7.26948,112.730594,-7.265232,112.736966,2923,662,600
2026-02-05 00:45:48,Thursday,0,3_Pasar_Kembang,1_TP_TunjunganPlaza,Pending,Pending,0,-7.26948,112.730594,-7.262608,112.742352,2520,498,428
2026-02-05 00:45:48,Thursday,0,3_Pasar_Kembang,2_Hotel_Majapahit,Pending,Pending,0,-7.26948,112.730594,-7.260656,112.738876,2733,544,445
2026-02-05 00:45:48,Thursday,0,3_Pasar_Kembang,4_Siola_MallPelayanan,Pending,Pending,0,-7.26948,112.730594,-7.256426,112.736236,3126,489,409
2026-02-05 00:45:48,Thursday,0,3_Pasar_Kembang,5_SMA_Trimurti,Pending,Pending,0,-7.26948,112.730594,-7.271378,112.743125,3500,584,486
2026-02-05 00:45:48,Thursday,0,3_Pasar_Kembang,6_Gramedia_Basra,Pending,Pending,0,-7.26948,112.730594,-7.266857,112.742223,2910,567,501
2026-02-05 00:45:48,Thursday,0,3_Pasar_Kembang,7_Rawon_Setan,Pending,Pending,0,-7.26948,112.730594,-7.261884,112.739778,2526,520,427
2026-02-05 00:45:48,Thursday,0,3_Pasar_Kembang,8_Pandegiling_Residential,Pending,Pending,0,-7.26948,112.730594,-7.273641,112.73347,1004,283,249
2026-02-05 00:45:48,Thursday,0,3_Pasar_Kembang,9_Patung_KarapanSapi,Pending,Pending,0,-7.26948,112.730594,-7.263884,112.742308,2466,534,513
2026-02-05 00:45:48,Thursday,0,4_Siola_MallPelayanan,0_Depot_JNE_Kedungdoro,Pending,Pending,0,-7.256426,112.736236,-7.265232,112.736966,4301,664,543
2026-02-05 00:45:48,Thursday,0,4_Siola_MallPelayanan,1_TP_TunjunganPlaza,Pending,Pending,0,-7.256426,112.736236,-7.262608,112.742352,1134,174,125
2026-02-05 00:45:48,Thursday,0,4_Siola_MallPelayanan,2_Hotel_Majapahit,Pending,Pending,0,-7.256426,112.736236,-7.260656,112.738876,911,169,115
2026-02-05 00:45:48,Thursday,0,4_Siola_MallPelayanan,3_Pasar_Kembang,Pending,Pending,0,-7.256426,112.736236,-7.26948,112.730594,2963,496,379
2026-02-05 00:45:48,Thursday,0,4_Siola_MallPelayanan,5_SMA_Trimurti,Pending,Pending,0,-7.256426,112.736236,-7.271378,112.743125,2338,313,228
2026-02-05 00:45:48,Thursday,0,4_Siola_MallPelayanan,6_Gramedia_Basra,Pending,Pending,0,-7.256426,112.736236,-7.266857,112.742223,2184,307,229
2026-02-05 00:45:48,Thursday,0,4_Siola_MallPelayanan,7_Rawon_Setan,Pending,Pending,0,-7.256426,112.736236,-7.261884,112.739778,1495,285,199
2026-02-05 00:45:48,Thursday,0,4_Siola_MallPelayanan,8_Pandegiling_Residential,Pending,Pending,0,-7.256426,112.736236,-7.273641,112.73347,3739,692,574
2026-02-05 00:45:48,Thursday,0,4_Siola_MallPelayanan,9_Patung_KarapanSapi,Pending,Pending,0,-7.256426,112.736236,-7.263884,112.742308,1427,254,218
2026-02-05 00:45:48,Thursday,0,5_SMA_Trimurti,0_Depot_JNE_Kedungdoro,Pending,Pending,0,-7.271378,112.743125,-7.265232,112.736966,1983,372,330
2026-02-05 00:45:48,Thursday,0,5_SMA_Trimurti,1_TP_TunjunganPlaza,Pending,Pending,0,-7.271378,112.743125,-7.262608,112.742352,1580,208,159
2026-02-05 00:45:48,Thursday,0,5_SMA_Trimurti,2_Hotel_Majapahit,Pending,Pending,0,-7.271378,112.743125,-7.260656,112.738876,1793,253,176
2026-02-05 00:45:48,Thursday,0,5_SMA_Trimurti,3_Pasar_Kembang,Pending,Pending,0,-7.271378,112.743125,-7.26948,112.730594,2645,443,398
2026-02-05 00:45:48,Thursday,0,5_SMA_Trimurti,4_Siola_MallPelayanan,Pending,Pending,0,-7.271378,112.743125,-7.256426,112.736236,2937,406,275
2026-02-05 00:45:48,Thursday,0,5_SMA_Trimurti,6_Gramedia_Basra,Pending,Pending,0,-7.271378,112.743125,-7.266857,112.742223,1971,277,234
2026-02-05 00:45:48,Thursday,0,5_SMA_Trimurti,7_Rawon_Setan,Pending,Pending,0,-7.271378,112.743125,-7.261884,112.739778,1586,230,158
2026-02-05 00:45:48,Thursday,0,5_SMA_Trimurti,8_Pandegiling_Residential,Pending,Pending,0,-7.271378,112.743125,-7.273641,112.73347,2383,409,361
2026-02-05 00:45:48,Thursday,0,5_SMA_Trimurti,9_Patung_KarapanSapi,Pending,Pending,0,-7.271378,112.743125,-7.263884,112.742308,1526,243,249
2026-02-05 00:45:48,Thursday,0,6_Gramedia_Basra,0_Depot_JNE_Kedungdoro,Pending,Pending,0,-7.266857,112.742223,-7.265232,112.736966,3219,537,477
2026-02-05 00:45:48,Thursday,0,6_Gramedia_Basra,1_TP_TunjunganPlaza,Pending,Pending,0,-7.266857,112.742223,-7.262608,112.742352,713,109,86
2026-02-05 00:45:48,Thursday,0,6_Gramedia_Basra,2_Hotel_Majapahit,Pending,Pending,0,-7.266857,112.742223,-7.260656,112.738876,926,155,103
2026-02-05 00:45:48,Thursday,0,6_Gramedia_Basra,3_Pasar_Kembang,Pending,Pending,0,-7.266857,112.742223,-7.26948,112.730594,2978,482,367
2026-02-05 00:45:48,Thursday,0,6_Gramedia_Basra,4_Siola_MallPelayanan,Pending,Pending,0,-7.266857,112.742223,-7.256426,112.736236,2070,307,203
2026-02-05 00:45:48,Thursday,0,6_Gramedia_Basra,5_SMA_Trimurti,Pending,Pending,0,-7.266857,112.742223,-7.271378,112.743125,1257,185,161
2026-02-05 00:45:48,Thursday,0,6_Gramedia_Basra,7_Rawon_Setan,Pending,Pending,0,-7.266857,112.742223,-7.261884,112.739778,719,131,85
2026-02-05 00:45:48,Thursday,0,6_Gramedia_Basra,8_Pandegiling_Residential,Pending,Pending,0,-7.266857,112.742223,-7.273641,112.73347,3753,678,562
2026-02-05 00:45:48,Thursday,0,6_Gramedia_Basra,9_Patung_KarapanSapi,Pending,Pending,0,-7.266857,112.742223,-7.263884,112.742308,1006,189,179
2026-02-05 00:45:48,Thursday,0,7_Rawon_Setan,0_Depot_JNE_Kedungdoro,Pending,Pending,0,-7.261884,112.739778,-7.265232,112.736966,3949,733,642
2026-02-05 00:45:48,Thursday,0,7_Rawon_Setan,1_TP_TunjunganPlaza,Pending,Pending,0,-7.261884,112.739778,-7.262608,112.742352,2528,408,283
2026-02-05 00:45:48,Thursday,0,7_Rawon_Setan,2_Hotel_Majapahit,Pending,Pending,0,-7.261884,112.739778,-7.260656,112.738876,250,82,60
2026-02-05 00:45:48,Thursday,0,7_Rawon_Setan,3_Pasar_Kembang,Pending,Pending,0,-7.261884,112.739778,-7.26948,112.730594,2302,409,323
2026-02-05 00:45:48,Thursday,0,7_Rawon_Setan,4_Siola_MallPelayanan,Pending,Pending,0,-7.261884,112.739778,-7.256426,112.736236,1394,234,159
2026-02-05 00:45:48,Thursday,0,7_Rawon_Setan,5_SMA_Trimurti,Pending,Pending,0,-7.261884,112.739778,-7.271378,112.743125,3732,548,385
2026-02-05 00:45:48,Thursday,0,7_Rawon_Setan,6_Gramedia_Basra,Pending,Pending,0,-7.261884,112.739778,-7.266857,112.742223,3578,541,387
2026-02-05 00:45:48,Thursday,0,7_Rawon_Setan,8_Pandegiling_Residential,Pending,Pending,0,-7.261884,112.739778,-7.273641,112.73347,3077,605,519
2026-02-05 00:45:48,Thursday,0,7_Rawon_Setan,9_Patung_KarapanSapi,Pending,Pending,0,-7.261884,112.739778,-7.263884,112.742308,2821,488,378
2026-02-05 00:45:48,Thursday,0,8_Pandegiling_Residential,0_Depot_JNE_Kedungdoro,Pending,Pending,0,-7.273641,112.73347,-7.265232,112.736966,3306,593,531
2026-02-05 00:45:48,Thursday,0,8_Pandegiling_Residential,1_TP_TunjunganPlaza,Pending,Pending,0,-7.273641,112.73347,-7.262608,112.742352,2904,429,359
2026-02-05 00:45:48,Thursday,0,8_Pandegiling_Residential,2_Hotel_Majapahit,Pending,Pending,0,-7.273641,112.73347,-7.260656,112.738876,3117,474,376
2026-02-05 00:45:48,Thursday,0,8_Pandegiling_Residential,3_Pasar_Kembang,Pending,Pending,0,-7.273641,112.73347,-7.26948,112.730594,1004,285,262
2026-02-05 00:45:48,Thursday,0,8_Pandegiling_Residential,4_Siola_MallPelayanan,Pending,Pending,0,-7.273641,112.73347,-7.256426,112.736236,4260,627,474
2026-02-05 00:45:48,Thursday,0,8_Pandegiling_Residential,5_SMA_Trimurti,Pending,Pending,0,-7.273641,112.73347,-7.271378,112.743125,2789,415,359
2026-02-05 00:45:48,Thursday,0,8_Pandegiling_Residential,6_Gramedia_Basra,Pending,Pending,0,-7.273641,112.73347,-7.266857,112.742223,3294,498,432
2026-02-05 00:45:48,Thursday,0,8_Pandegiling_Residential,7_Rawon_Setan,Pending,Pending,0,-7.273641,112.73347,-7.261884,112.739778,2910,451,358
2026-02-05 00:45:48,Thursday,0,8_Pandegiling_Residential,9_Patung_KarapanSapi,Pending,Pending,0,-7.273641,112.73347,-7.263884,112.742308,2850,464,446
2026-02-05 00:45:48,Thursday,0,9_Patung_KarapanSapi,0_Depot_JNE_Kedungdoro,Pending,Pending,0,-7.263884,112.742308,-7.265232,112.736966,3210,513,469
2026-02-05 00:45:48,Thursday,0,9_Patung_KarapanSapi,1_TP_TunjunganPlaza,Pending,Pending,0,-7.263884,112.742308,-7.262608,112.742352,1762,243,227
2026-02-05 00:45:48,Thursday,0,9_Patung_KarapanSapi,2_Hotel_Majapahit,Pending,Pending,0,-7.263884,112.742308,-7.260656,112.738876,1975,288,244
2026-02-05 00:45:48,Thursday,0,9_Patung_KarapanSapi,3_Pasar_Kembang,Pending,Pending,0,-7.263884,112.742308,-7.26948,112.730594,4027,615,505
2026-02-05 00:45:48,Thursday,0,9_Patung_KarapanSapi,4_Siola_MallPelayanan,Pending,Pending,0,-7.263884,112.742308,-7.256426,112.736236,3118,441,342
2026-02-05 00:45:48,Thursday,0,9_Patung_KarapanSapi,5_SMA_Trimurti,Pending,Pending,0,-7.263884,112.742308,-7.271378,112.743125,1249,159,152
2026-02-05 00:45:48,Thursday,0,9_Patung_KarapanSapi,6_Gramedia_Basra,Pending,Pending,0,-7.263884,112.742308,-7.266857,112.742223,1094,155,155
2026-02-05 00:45:48,Thursday,0,9_Patung_KarapanSapi,7_Rawon_Setan,Pending,Pending,0,-7.263884,112.742308,-7.261884,112.739778,1768,265,225
2026-02-05 00:45:48,Thursday,0,9_Patung_KarapanSapi,8_Pandegiling_Residential,Pending,Pending,0,-7.263884,112.742308,-7.273641,112.73347,3611,549,498
2026-02-05 01:07:58,Thursday,1,0_Depot_JNE_Kedungdoro,1_TP_TunjunganPlaza,Haze,haze,23.88,-7.265232,112.736966,-7.262608,112.742352,2983,529,451
2026-02-05 01:07:58,Thursday,1,0_Depot_JNE_Kedungdoro,2_Hotel_Majapahit,Haze,haze,23.88,-7.265232,112.736966,-7.260656,112.738876,2759,524,442
2026-02-05 01:07:58,Thursday,1,0_Depot_JNE_Kedungdoro,3_Pasar_Kembang,Haze,haze,23.88,-7.265232,112.736966,-7.26948,112.730594,1412,345,325
2026-02-05 01:07:58,Thursday,1,0_Depot_JNE_Kedungdoro,4_Siola_MallPelayanan,Haze,haze,23.88,-7.265232,112.736966,-7.256426,112.736236,1848,355,332
2026-02-05 01:07:58,Thursday,1,0_Depot_JNE_Kedungdoro,5_SMA_Trimurti,Haze,haze,23.88,-7.265232,112.736966,-7.271378,112.743125,3573,620,544
2026-02-05 01:07:58,Thursday,1,0_Depot_JNE_Kedungdoro,6_Gramedia_Basra,Haze,haze,23.88,-7.265232,112.736966,-7.266857,112.742223,3419,614,545
2026-02-05 01:07:58,Thursday,1,0_Depot_JNE_Kedungdoro,7_Rawon_Setan,Haze,haze,23.88,-7.265232,112.736966,-7.261884,112.739778,2660,536,474
2026-02-05 01:07:58,Thursday,1,0_Depot_JNE_Kedungdoro,8_Pandegiling_Residential,Haze,haze,23.88,-7.265232,112.736966,-7.273641,112.73347,2188,541,512
2026-02-05 01:07:58,Thursday,1,0_Depot_JNE_Kedungdoro,9_Patung_KarapanSapi,Haze,haze,23.88,-7.265232,112.736966,-7.263884,112.742308,3276,609,532
2026-02-05 01:07:58,Thursday,1,1_TP_TunjunganPlaza,0_Depot_JNE_Kedungdoro,Haze,haze,23.88,-7.262608,112.742352,-7.265232,112.736966,3236,501,432
2026-02-05 01:07:58,Thursday,1,1_TP_TunjunganPlaza,2_Hotel_Majapahit,Haze,haze,23.88,-7.262608,112.742352,-7.260656,112.738876,1999,278,214
2026-02-05 01:07:58,Thursday,1,1_TP_TunjunganPlaza,3_Pasar_Kembang,Haze,haze,23.88,-7.262608,112.742352,-7.26948,112.730594,4052,605,475
2026-02-05 01:07:58,Thursday,1,1_TP_TunjunganPlaza,4_Siola_MallPelayanan,Haze,haze,23.88,-7.262608,112.742352,-7.256426,112.736236,3143,431,311
2026-02-05 01:07:58,Thursday,1,1_TP_TunjunganPlaza,5_SMA_Trimurti,Haze,haze,23.88,-7.262608,112.742352,-7.271378,112.743125,1274,149,117
2026-02-05 01:07:58,Thursday,1,1_TP_TunjunganPlaza,6_Gramedia_Basra,Haze,haze,23.88,-7.262608,112.742352,-7.266857,112.742223,1119,144,119
2026-02-05 01:07:58,Thursday,1,1_TP_TunjunganPlaza,7_Rawon_Setan,Haze,haze,23.88,-7.262608,112.742352,-7.261884,112.739778,1793,255,194
2026-02-05 01:07:58,Thursday,1,1_TP_TunjunganPlaza,8_Pandegiling_Residential,Haze,haze,23.88,-7.262608,112.742352,-7.273641,112.73347,3636,538,459
2026-02-05 01:07:58,Thursday,1,1_TP_TunjunganPlaza,9_Patung_KarapanSapi,Haze,haze,23.88,-7.262608,112.742352,-7.263884,112.742308,362,91,95
2026-02-05 01:07:58,Thursday,1,2_Hotel_Majapahit,0_Depot_JNE_Kedungdoro,Haze,haze,23.88,-7.260656,112.738876,-7.265232,112.736966,3761,680,588
2026-02-05 01:07:58,Thursday,1,2_Hotel_Majapahit,1_TP_TunjunganPlaza,Haze,haze,23.88,-7.260656,112.738876,-7.262608,112.742352,2339,356,234
2026-02-05 01:07:58,Thursday,1,2_Hotel_Majapahit,3_Pasar_Kembang,Haze,haze,23.88,-7.260656,112.738876,-7.26948,112.730594,2113,356,277
2026-02-05 01:07:58,Thursday,1,2_Hotel_Majapahit,4_Siola_MallPelayanan,Haze,haze,23.88,-7.260656,112.738876,-7.256426,112.736236,1205,182,114
2026-02-05 01:07:58,Thursday,1,2_Hotel_Majapahit,5_SMA_Trimurti,Haze,haze,23.88,-7.260656,112.738876,-7.271378,112.743125,3544,493,334
2026-02-05 01:07:58,Thursday,1,2_Hotel_Majapahit,6_Gramedia_Basra,Haze,haze,23.88,-7.260656,112.738876,-7.266857,112.742223,3389,489,336
2026-02-05 01:07:58,Thursday,1,2_Hotel_Majapahit,7_Rawon_Setan,Haze,haze,23.88,-7.260656,112.738876,-7.261884,112.739778,2700,466,316
2026-02-05 01:07:58,Thursday,1,2_Hotel_Majapahit,8_Pandegiling_Residential,Haze,haze,23.88,-7.260656,112.738876,-7.273641,112.73347,2889,553,464
2026-02-05 01:07:58,Thursday,1,2_Hotel_Majapahit,9_Patung_KarapanSapi,Haze,haze,23.88,-7.260656,112.738876,-7.263884,112.742308,2632,435,314
2026-02-05 01:07:58,Thursday,1,3_Pasar_Kembang,0_Depot_JNE_Kedungdoro,Haze,haze,23.88,-7.26948,112.730594,-7.265232,112.736966,2923,662,600
2026-02-05 01:07:58,Thursday,1,3_Pasar_Kembang,1_TP_TunjunganPlaza,Haze,haze,23.88,-7.26948,112.730594,-7.262608,112.742352,2520,498,427
2026-02-05 01:07:58,Thursday,1,3_Pasar_Kembang,2_Hotel_Majapahit,Haze,haze,23.88,-7.26948,112.730594,-7.260656,112.738876,2733,544,449
2026-02-05 01:07:58,Thursday,1,3_Pasar_Kembang,4_Siola_MallPelayanan,Haze,haze,23.88,-7.26948,112.730594,-7.256426,112.736236,3126,489,407
2026-02-05 01:07:58,Thursday,1,3_Pasar_Kembang,5_SMA_Trimurti,Haze,haze,23.88,-7.26948,112.730594,-7.271378,112.743125,3500,584,482
2026-02-05 01:07:58,Thursday,1,3_Pasar_Kembang,6_Gramedia_Basra,Haze,haze,23.88,-7.26948,112.730594,-7.266857,112.742223,2910,567,496
2026-02-05 01:07:58,Thursday,1,3_Pasar_Kembang,7_Rawon_Setan,Haze,haze,23.88,-7.26948,112.730594,-7.261884,112.739778,2526,520,429
2026-02-05 01:07:58,Thursday,1,3_Pasar_Kembang,8_Pandegiling_Residential,Haze,haze,23.88,-7.26948,112.730594,-7.273641,112.73347,1004,283,243
2026-02-05 01:07:58,Thursday,1,3_Pasar_Kembang,9_Patung_KarapanSapi,Haze,haze,23.88,-7.26948,112.730594,-7.263884,112.742308,2466,534,501
2026-02-05 01:07:58,Thursday,1,4_Siola_MallPelayanan,0_Depot_JNE_Kedungdoro,Haze,haze,23.88,-7.256426,112.736236,-7.265232,112.736966,4301,664,537
2026-02-05 01:07:58,Thursday,1,4_Siola_MallPelayanan,1_TP_TunjunganPlaza,Haze,haze,23.88,-7.256426,112.736236,-7.262608,112.742352,1134,174,122
2026-02-05 01:07:58,Thursday,1,4_Siola_MallPelayanan,2_Hotel_Majapahit,Haze,haze,23.88,-7.256426,112.736236,-7.260656,112.738876,911,169,112
2026-02-05 01:07:58,Thursday,1,4_Siola_MallPelayanan,3_Pasar_Kembang,Haze,haze,23.88,-7.256426,112.736236,-7.26948,112.730594,2963,496,373
2026-02-05 01:07:58,Thursday,1,4_Siola_MallPelayanan,5_SMA_Trimurti,Haze,haze,23.88,-7.256426,112.736236,-7.271378,112.743125,2339,311,222
2026-02-05 01:07:58,Thursday,1,4_Siola_MallPelayanan,6_Gramedia_Basra,Haze,haze,23.88,-7.256426,112.736236,-7.266857,112.742223,2184,307,224
2026-02-05 01:07:58,Thursday,1,4_Siola_MallPelayanan,7_Rawon_Setan,Haze,haze,23.88,-7.256426,112.736236,-7.261884,112.739778,1495,285,200
2026-02-05 01:07:58,Thursday,1,4_Siola_MallPelayanan,8_Pandegiling_Residential,Haze,haze,23.88,-7.256426,112.736236,-7.273641,112.73347,3739,692,560
2026-02-05 01:07:58,Thursday,1,4_Siola_MallPelayanan,9_Patung_KarapanSapi,Haze,haze,23.88,-7.256426,112.736236,-7.263884,112.742308,1427,254,201
2026-02-05 01:07:58,Thursday,1,5_SMA_Trimurti,0_Depot_JNE_Kedungdoro,Haze,haze,23.88,-7.271378,112.743125,-7.265232,112.736966,1983,372,328
2026-02-05 01:07:58,Thursday,1,5_SMA_Trimurti,1_TP_TunjunganPlaza,Haze,haze,23.88,-7.271378,112.743125,-7.262608,112.742352,1580,208,155
2026-02-05 01:07:58,Thursday,1,5_SMA_Trimurti,2_Hotel_Majapahit,Haze,haze,23.88,-7.271378,112.743125,-7.260656,112.738876,1793,253,177
2026-02-05 01:07:58,Thursday,1,5_SMA_Trimurti,3_Pasar_Kembang,Haze,haze,23.88,-7.271378,112.743125,-7.26948,112.730594,2645,443,389
2026-02-05 01:07:58,Thursday,1,5_SMA_Trimurti,4_Siola_MallPelayanan,Haze,haze,23.88,-7.271378,112.743125,-7.256426,112.736236,2937,406,274
2026-02-05 01:07:58,Thursday,1,5_SMA_Trimurti,6_Gramedia_Basra,Haze,haze,23.88,-7.271378,112.743125,-7.266857,112.742223,1971,277,225
2026-02-05 01:07:58,Thursday,1,5_SMA_Trimurti,7_Rawon_Setan,Haze,haze,23.88,-7.271378,112.743125,-7.261884,112.739778,1586,230,157
2026-02-05 01:07:58,Thursday,1,5_SMA_Trimurti,8_Pandegiling_Residential,Haze,haze,23.88,-7.271378,112.743125,-7.273641,112.73347,2383,409,356
2026-02-05 01:07:58,Thursday,1,5_SMA_Trimurti,9_Patung_KarapanSapi,Haze,haze,23.88,-7.271378,112.743125,-7.263884,112.742308,1526,243,232
2026-02-05 01:07:58,Thursday,1,6_Gramedia_Basra,0_Depot_JNE_Kedungdoro,Haze,haze,23.88,-7.266857,112.742223,-7.265232,112.736966,3219,537,471
2026-02-05 01:07:58,Thursday,1,6_Gramedia_Basra,1_TP_TunjunganPlaza,Haze,haze,23.88,-7.266857,112.742223,-7.262608,112.742352,713,109,88
2026-02-05 01:07:58,Thursday,1,6_Gramedia_Basra,2_Hotel_Majapahit,Haze,haze,23.88,-7.266857,112.742223,-7.260656,112.738876,926,155,109
2026-02-05 01:07:58,Thursday,1,6_Gramedia_Basra,3_Pasar_Kembang,Haze,haze,23.88,-7.266857,112.742223,-7.26948,112.730594,2978,482,369
2026-02-05 01:07:58,Thursday,1,6_Gramedia_Basra,4_Siola_MallPelayanan,Haze,haze,23.88,-7.266857,112.742223,-7.256426,112.736236,2070,307,206
2026-02-05 01:07:58,Thursday,1,6_Gramedia_Basra,5_SMA_Trimurti,Haze,haze,23.88,-7.266857,112.742223,-7.271378,112.743125,1257,185,156
2026-02-05 01:07:58,Thursday,1,6_Gramedia_Basra,7_Rawon_Setan,Haze,haze,23.88,-7.266857,112.742223,-7.261884,112.739778,719,131,89
2026-02-05 01:07:58,Thursday,1,6_Gramedia_Basra,8_Pandegiling_Residential,Haze,haze,23.88,-7.266857,112.742223,-7.273641,112.73347,3620,574,498
2026-02-05 01:07:58,Thursday,1,6_Gramedia_Basra,9_Patung_KarapanSapi,Haze,haze,23.88,-7.266857,112.742223,-7.263884,112.742308,1006,189,167
2026-02-05 01:07:58,Thursday,1,7_Rawon_Setan,0_Depot_JNE_Kedungdoro,Haze,haze,23.88,-7.261884,112.739778,-7.265232,112.736966,3949,733,633
2026-02-05 01:07:58,Thursday,1,7_Rawon_Setan,1_TP_TunjunganPlaza,Haze,haze,23.88,-7.261884,112.739778,-7.262608,112.742352,2528,408,279
2026-02-05 01:07:58,Thursday,1,7_Rawon_Setan,2_Hotel_Majapahit,Haze,haze,23.88,-7.261884,112.739778,-7.260656,112.738876,250,82,61
2026-02-05 01:07:58,Thursday,1,7_Rawon_Setan,3_Pasar_Kembang,Haze,haze,23.88,-7.261884,112.739778,-7.26948,112.730594,2302,409,321
2026-02-05 01:07:58,Thursday,1,7_Rawon_Setan,4_Siola_MallPelayanan,Haze,haze,23.88,-7.261884,112.739778,-7.256426,112.736236,1394,234,159
2026-02-05 01:07:58,Thursday,1,7_Rawon_Setan,5_SMA_Trimurti,Haze,haze,23.88,-7.261884,112.739778,-7.271378,112.743125,3733,546,378
2026-02-05 01:07:58,Thursday,1,7_Rawon_Setan,6_Gramedia_Basra,Haze,haze,23.88,-7.261884,112.739778,-7.266857,112.742223,3578,541,380
